interaction_id,user_id,product_id,category,price,date,month,clicked,purchased,seasonal_multiplier
I0042345,U09480,F0349,fashion,130.74,2024-02-21,2,0,0,0.65
I0042346,U06491,F0440,fashion,187.98,2023-10-14,10,0,0,0.884
I0042347,U00230,E0141,electronics,1057.85,2023-04-18,4,0,0,0.706
I0042348,U05072,E0194,electronics,779.36,2023-12-10,12,1,0,2.067
I0042349,U05443,E0195,electronics,868.01,2024-05-01,5,0,0,1.013
I0042350,U04152,E0074,electronics,1332.58,2023-04-07,4,0,0,0.596
I0042351,U05382,F0094,fashion,287.51,2023-04-23,4,0,0,1.1
I0042352,U02101,E0166,electronics,200.08,2024-08-07,8,0,0,1.632
I0042353,U04041,F0145,fashion,165.47,2024-01-09,1,0,0,1.954
I0042354,U04154,F0135,fashion,70.83,2023-08-04,8,0,0,2.188
I0042355,U09634,F0188,fashion,77.35,2024-12-10,12,0,0,2.089
I0042356,U04962,F0432,fashion,47.85,2024-04-23,4,0,0,0.814
I0042357,U07261,F0036,fashion,44.39,2023-07-28,7,0,0,2.346
I0042358,U03284,E0026,electronics,483.93,2024-04-18,4,0,0,0.914
I0042359,U03641,F0058,fashion,36.81,2023-07-24,7,0,0,0.929
I0042360,U07896,E0282,electronics,52.07,2024-12-09,12,1,0,2.692
I0042361,U02700,E0016,electronics,397.14,2023-05-16,5,0,0,0.659
I0042362,U02860,F0478,fashion,99.6,2023-08-05,8,0,0,1.08
I0042363,U08324,F0173,fashion,73.38,2023-11-11,11,0,0,2.14
I0042364,U07333,E0267,electronics,1369.66,2023-06-02,6,0,0,0.733
I0042365,U02072,F0196,fashion,63.24,2023-10-16,10,1,0,0.799
I0042366,U07566,F0211,fashion,145.36,2024-02-03,2,0,0,1.341
I0042367,U03916,E0216,electronics,768.91,2023-05-21,5,0,0,0.882
I0042368,U05030,F0135,fashion,70.83,2023-02-22,2,1,0,0.793
I0042369,U00047,E0085,electronics,1304.2,2023-03-27,3,0,0,0.999
I0042370,U06195,F0062,fashion,228.71,2024-11-30,11,0,0,1.824
I0042371,U02107,F0307,fashion,255.69,2024-10-24,10,0,0,1.125
I0042372,U06616,F0366,fashion,66.69,2023-05-10,5,0,0,1.152
I0042373,U08982,E0294,electronics,146.94,2023-10-28,10,0,0,0.508
I0042374,U05572,F0314,fashion,298.28,2023-08-15,8,0,0,0.881
I0042375,U01877,E0294,electronics,146.94,2024-12-10,12,0,0,2.183
I0042376,U03861,E0105,electronics,1294.42,2023-05-19,5,0,0,0.881
I0042377,U06326,F0124,fashion,96.96,2024-10-07,10,0,0,1.199
I0042378,U08820,F0256,fashion,64.16,2024-05-15,5,0,0,1.035
I0042379,U04707,F0474,fashion,45.08,2024-10-28,10,0,0,0.782
I0042380,U09934,F0492,fashion,223.85,2024-05-25,5,0,0,1.179
I0042381,U04069,F0379,fashion,242.8,2023-06-23,6,0,0,1.473
I0042382,U06874,F0148,fashion,84.28,2024-07-12,7,0,0,1.113
I0042383,U03489,F0490,fashion,193.36,2024-12-09,12,0,0,1.872
I0042384,U04667,F0139,fashion,22.76,2023-01-07,1,1,0,1.363
I0042385,U01688,E0231,electronics,1290.82,2024-08-13,8,1,0,1.91
I0042386,U02613,E0097,electronics,678.31,2024-09-10,9,1,0,1.931
I0042387,U06910,F0292,fashion,160.12,2023-01-20,1,0,0,2.095
I0042388,U08212,F0318,fashion,296.96,2024-04-04,4,0,0,1.0
I0042389,U05602,F0466,fashion,102.23,2024-08-28,8,0,0,2.086
I0042390,U09369,E0142,electronics,561.29,2023-10-28,10,0,0,0.744
I0042391,U06148,E0039,electronics,1046.35,2024-11-19,11,1,0,2.82
I0042392,U06105,F0431,fashion,266.39,2023-03-15,3,0,0,1.094
I0042393,U02720,E0075,electronics,229.72,2024-08-04,8,1,1,0.836
I0042394,U06776,E0007,electronics,69.63,2024-11-19,11,1,0,2.455
I0042395,U05043,E0013,electronics,310.0,2024-10-21,10,0,0,0.616
I0042396,U02731,E0220,electronics,109.16,2024-03-10,3,0,0,0.795
I0042397,U04883,F0091,fashion,272.77,2024-03-01,3,0,0,0.847
I0042398,U08503,F0312,fashion,252.71,2024-04-15,4,0,0,1.065
I0042399,U09537,E0137,electronics,225.52,2024-12-20,12,0,0,2.331
I0042400,U02678,F0146,fashion,23.08,2024-09-01,9,0,0,0.611
I0042401,U08711,F0383,fashion,102.99,2024-04-26,4,0,0,1.098
I0042402,U06994,E0049,electronics,695.52,2024-02-14,2,1,0,1.442
I0042403,U09884,F0382,fashion,142.7,2024-03-04,3,0,0,0.967
I0042404,U02631,E0261,electronics,1010.28,2023-05-02,5,0,0,0.593
I0042405,U08206,F0039,fashion,206.09,2023-05-06,5,0,0,1.029
I0042406,U03553,E0052,electronics,169.3,2023-01-01,1,0,0,0.792
I0042407,U01342,E0250,electronics,196.43,2023-03-07,3,0,0,1.035
I0042408,U01503,F0256,fashion,64.16,2023-08-15,8,0,0,2.275
I0042409,U03170,E0025,electronics,1143.96,2024-08-07,8,0,0,1.921
I0042410,U05487,E0187,electronics,1366.45,2024-08-16,8,0,0,1.642
I0042411,U09517,E0257,electronics,1393.91,2023-07-21,7,0,0,0.781
I0042412,U02851,F0151,fashion,116.39,2024-09-23,9,0,0,0.904
I0042413,U06153,F0323,fashion,192.8,2024-12-28,12,0,0,2.138
I0042414,U05558,F0122,fashion,244.48,2024-02-04,2,0,0,0.661
I0042415,U06422,F0485,fashion,195.04,2024-10-08,10,0,0,0.728
I0042416,U04011,F0175,fashion,138.64,2023-01-07,1,0,0,1.89
I0042417,U04228,E0252,electronics,709.94,2024-07-07,7,0,0,0.521
I0042418,U00515,F0056,fashion,61.24,2024-11-18,11,0,0,1.7
I0042419,U08605,F0475,fashion,174.34,2024-01-24,1,0,0,1.879
I0042420,U09455,F0185,fashion,228.54,2024-06-29,6,0,0,2.284
I0042421,U07911,F0296,fashion,140.01,2024-06-05,6,0,0,1.931
I0042422,U05004,F0074,fashion,42.99,2024-10-23,10,0,0,0.912
I0042423,U05237,E0058,electronics,891.43,2024-01-03,1,0,0,0.65
I0042424,U07697,E0078,electronics,437.15,2023-09-20,9,0,0,1.731
I0042425,U04511,E0005,electronics,298.85,2024-06-19,6,0,0,0.561
I0042426,U04512,F0470,fashion,273.76,2023-08-26,8,0,0,2.364
I0042427,U06969,E0166,electronics,200.08,2023-07-18,7,0,0,0.554
I0042428,U06781,E0283,electronics,293.26,2024-02-26,2,0,0,0.519
I0042429,U05830,F0228,fashion,248.17,2023-02-23,2,1,1,1.156
I0042430,U03981,E0012,electronics,361.99,2024-03-16,3,1,0,1.489
I0042431,U01639,F0390,fashion,227.62,2024-02-14,2,0,0,1.396
I0042432,U01640,E0215,electronics,609.26,2024-02-22,2,0,0,0.632
I0042433,U01830,F0256,fashion,64.16,2023-08-26,8,0,0,1.47
I0042434,U07853,F0483,fashion,77.65,2024-04-03,4,0,0,1.157
I0042435,U08594,E0055,electronics,249.0,2023-07-07,7,0,0,0.872
I0042436,U02023,F0045,fashion,16.49,2024-03-17,3,0,0,0.978
I0042437,U07972,F0060,fashion,36.98,2023-11-22,11,1,0,1.694
I0042438,U01026,F0189,fashion,83.44,2024-09-07,9,0,0,1.016
I0042439,U03831,F0009,fashion,70.35,2023-11-03,11,1,0,1.274
I0042440,U00646,E0166,electronics,200.08,2023-05-20,5,0,0,0.896
I0042441,U00326,E0107,electronics,1243.76,2023-11-21,11,0,0,2.468
I0042442,U08191,F0362,fashion,119.24,2023-12-20,12,0,0,1.741
I0042443,U04533,F0377,fashion,220.93,2023-06-24,6,0,0,1.809
I0042444,U04670,F0148,fashion,84.28,2023-10-11,10,0,0,0.95
I0042445,U06133,F0078,fashion,220.62,2023-09-21,9,0,0,0.613
I0042446,U02879,F0221,fashion,276.65,2024-04-19,4,0,0,1.185
I0042447,U08197,F0054,fashion,185.08,2024-10-16,10,0,0,0.754
I0042448,U00639,F0331,fashion,59.28,2023-07-25,7,0,0,2.352
I0042449,U08499,F0274,fashion,41.04,2023-02-17,2,1,0,0.884
I0042450,U07801,F0185,fashion,228.54,2023-12-22,12,1,0,2.098
I0042451,U01443,F0042,fashion,132.15,2024-03-15,3,0,0,1.004
I0042452,U00932,F0481,fashion,281.28,2023-04-18,4,0,0,1.056
I0042453,U09535,F0147,fashion,119.07,2023-05-10,5,0,0,0.897
I0042454,U05039,E0225,electronics,1088.86,2024-10-31,10,0,0,1.295
I0042455,U03866,F0142,fashion,61.1,2024-06-01,6,1,0,2.5
I0042456,U07788,F0123,fashion,117.76,2023-11-24,11,0,0,1.964
I0042457,U01920,E0022,electronics,1226.83,2024-03-13,3,0,0,0.721
I0042458,U00431,E0062,electronics,348.42,2024-07-18,7,0,0,0.969
I0042459,U08020,E0164,electronics,795.28,2023-04-05,4,0,0,0.574
I0042460,U09563,E0000,electronics,750.08,2023-04-21,4,0,0,0.505
I0042461,U06192,E0242,electronics,1012.07,2024-12-25,12,0,0,2.013
I0042462,U03382,F0195,fashion,216.49,2024-05-28,5,1,0,0.819
I0042463,U05158,E0044,electronics,568.12,2024-04-27,4,0,0,0.554
I0042464,U09409,E0208,electronics,696.53,2024-12-17,12,1,0,2.772
I0042465,U05569,F0353,fashion,76.01,2023-09-09,9,1,0,0.882
I0042466,U06976,E0226,electronics,403.59,2024-03-15,3,0,0,0.686
I0042467,U09831,F0414,fashion,133.83,2023-03-06,3,0,0,0.806
I0042468,U00273,F0489,fashion,102.75,2024-05-22,5,0,0,1.29
I0042469,U02728,F0089,fashion,105.84,2024-02-08,2,0,0,0.715
I0042470,U00865,E0145,electronics,1219.12,2024-09-11,9,0,0,1.656
I0042471,U07898,F0029,fashion,108.55,2024-06-26,6,0,0,2.147
I0042472,U03194,F0219,fashion,188.28,2023-05-28,5,0,0,0.955
I0042473,U09382,E0189,electronics,271.97,2023-12-31,12,0,0,2.962
I0042474,U09674,F0263,fashion,126.88,2023-04-10,4,0,0,0.865
I0042475,U01538,F0339,fashion,277.74,2024-05-28,5,0,0,0.961
I0042476,U04784,F0344,fashion,190.91,2024-03-11,3,0,0,1.117
I0042477,U02191,F0488,fashion,93.61,2024-03-15,3,1,0,1.275
I0042478,U09338,F0351,fashion,145.93,2024-08-20,8,0,0,1.834
I0042479,U06259,F0242,fashion,292.84,2024-06-26,6,1,0,1.967
I0042480,U02383,F0246,fashion,29.52,2024-06-03,6,0,0,2.327
I0042481,U03680,E0239,electronics,577.56,2023-05-15,5,0,0,0.752
I0042482,U00332,F0324,fashion,164.56,2023-04-27,4,0,0,0.839
I0042483,U07216,E0148,electronics,961.1,2023-11-06,11,0,0,2.749
I0042484,U05628,E0161,electronics,274.33,2024-02-13,2,0,0,0.635
I0042485,U06427,E0173,electronics,387.55,2024-07-28,7,0,0,0.782
I0042486,U03307,F0433,fashion,181.41,2024-03-11,3,0,0,1.177
I0042487,U05519,E0172,electronics,1059.77,2024-06-12,6,0,0,0.602
I0042488,U00063,F0145,fashion,165.47,2024-04-09,4,0,0,1.091
I0042489,U05307,F0158,fashion,72.69,2024-06-29,6,1,0,2.359
I0042490,U03265,F0386,fashion,104.25,2024-08-15,8,0,0,2.455
I0042491,U07193,F0492,fashion,223.85,2024-03-16,3,0,0,1.019
I0042492,U01193,E0055,electronics,249.0,2024-06-23,6,1,0,1.0
I0042493,U02011,F0446,fashion,27.74,2023-01-23,1,0,0,2.127
I0042494,U05506,E0123,electronics,497.26,2023-05-03,5,0,0,0.771
I0042495,U01643,E0193,electronics,734.76,2024-02-25,2,0,0,0.869
I0042496,U01823,E0206,electronics,1225.21,2024-05-05,5,0,0,0.873
I0042497,U03064,E0199,electronics,1372.44,2023-12-02,12,0,0,2.614
I0042498,U08388,E0107,electronics,1243.76,2024-12-08,12,0,0,2.224
I0042499,U00023,F0110,fashion,295.19,2023-08-11,8,0,0,2.428
I0042500,U03326,F0100,fashion,270.06,2023-07-11,7,0,0,1.389
I0042501,U00576,F0303,fashion,184.23,2023-02-11,2,0,0,0.654
I0042502,U04886,F0422,fashion,99.01,2024-01-06,1,0,0,1.617
I0042503,U08783,E0220,electronics,109.16,2024-09-11,9,1,1,1.881
I0042504,U02055,E0286,electronics,251.11,2023-06-27,6,0,0,0.783
I0042505,U08557,E0043,electronics,141.36,2024-03-15,3,0,0,0.986
I0042506,U05688,F0458,fashion,111.48,2024-06-29,6,1,0,1.899
I0042507,U03143,E0293,electronics,597.28,2024-02-05,2,0,0,0.757
I0042508,U02953,E0127,electronics,1080.07,2023-08-13,8,0,0,1.54
I0042509,U02597,E0218,electronics,630.66,2024-09-25,9,1,0,1.903
I0042510,U03348,F0389,fashion,80.85,2024-11-29,11,1,1,2.083
I0042511,U01586,E0189,electronics,271.97,2023-08-04,8,0,0,1.894
I0042512,U05009,F0461,fashion,25.75,2024-02-07,2,0,0,0.788
I0042513,U08057,F0408,fashion,25.64,2024-10-02,10,0,0,0.975
I0042514,U08857,F0363,fashion,288.35,2024-11-07,11,1,0,1.864
I0042515,U07699,F0491,fashion,64.78,2024-06-15,6,1,1,2.49
I0042516,U08984,F0173,fashion,73.38,2023-10-11,10,0,0,0.835
I0042517,U02292,F0422,fashion,99.01,2023-01-27,1,0,0,2.078
I0042518,U07415,E0194,electronics,779.36,2024-05-17,5,0,0,0.721
I0042519,U02026,E0068,electronics,1268.41,2023-07-19,7,0,0,0.591
I0042520,U08239,F0008,fashion,201.46,2024-11-11,11,0,0,2.158
I0042521,U02438,E0184,electronics,100.48,2023-04-24,4,0,0,0.508
I0042522,U02725,F0308,fashion,29.06,2024-06-27,6,0,0,1.928
I0042523,U03184,E0275,electronics,1231.95,2023-01-10,1,0,0,0.742
I0042524,U05404,F0193,fashion,56.12,2024-04-24,4,0,0,1.014
I0042525,U01110,F0250,fashion,37.59,2023-01-25,1,0,0,0.913
I0042526,U00494,E0262,electronics,1013.26,2024-07-15,7,0,0,0.654
I0042527,U04344,E0064,electronics,811.95,2024-07-07,7,0,0,0.652
I0042528,U09840,F0075,fashion,183.49,2024-01-08,1,0,0,1.235
I0042529,U03297,F0485,fashion,195.04,2023-12-12,12,0,0,2.089
I0042530,U09921,F0380,fashion,262.1,2023-06-25,6,0,0,1.21
I0042531,U06609,F0174,fashion,70.63,2023-09-25,9,0,0,0.606
I0042532,U06249,F0301,fashion,189.28,2024-03-25,3,0,0,1.138
I0042533,U08887,E0170,electronics,300.64,2023-07-03,7,0,0,0.845
I0042534,U03808,F0316,fashion,64.72,2024-12-08,12,0,0,2.185
I0042535,U02702,F0205,fashion,190.38,2023-08-25,8,0,0,2.147
I0042536,U02493,F0459,fashion,252.75,2023-07-27,7,0,0,1.848
I0042537,U01291,F0354,fashion,199.98,2024-10-06,10,0,0,0.843
I0042538,U00253,F0043,fashion,259.63,2023-10-27,10,0,0,0.908
I0042539,U01288,F0333,fashion,51.8,2023-12-21,12,1,0,2.051
I0042540,U00429,F0350,fashion,55.66,2023-03-09,3,0,0,0.868
I0042541,U01577,E0044,electronics,568.12,2024-03-04,3,0,0,0.885
I0042542,U04809,F0070,fashion,20.4,2023-03-19,3,1,0,0.878
I0042543,U07198,E0100,electronics,1008.34,2023-11-17,11,0,0,1.404
I0042544,U09380,F0147,fashion,119.07,2024-04-14,4,0,0,1.09
I0042545,U04874,F0194,fashion,64.89,2024-09-11,9,0,0,0.879
I0042546,U03772,F0472,fashion,74.39,2024-05-20,5,0,0,1.102
I0042547,U08261,F0435,fashion,160.89,2023-05-13,5,0,0,0.813
I0042548,U02346,E0171,electronics,427.36,2024-06-15,6,0,0,0.774
I0042549,U02018,F0440,fashion,187.98,2023-09-19,9,1,0,0.723
I0042550,U02860,E0258,electronics,145.79,2024-09-17,9,0,0,1.434
I0042551,U04913,F0328,fashion,169.67,2024-03-02,3,0,0,0.872
I0042552,U03333,F0489,fashion,102.75,2023-03-11,3,1,0,1.141
I0042553,U02046,F0383,fashion,102.99,2023-12-25,12,0,0,2.112
I0042554,U01253,F0156,fashion,159.7,2023-03-23,3,0,0,0.871
I0042555,U04875,E0097,electronics,678.31,2023-12-08,12,0,0,2.32
I0042556,U01736,F0097,fashion,296.69,2023-10-13,10,0,0,0.933
I0042557,U08494,F0055,fashion,140.59,2024-04-20,4,0,0,1.009
I0042558,U08742,F0074,fashion,42.99,2024-03-02,3,0,0,1.014
I0042559,U09911,F0240,fashion,148.96,2023-03-09,3,1,0,1.451
I0042560,U04308,E0242,electronics,1012.07,2024-03-22,3,0,0,0.81
I0042561,U08594,E0081,electronics,1371.72,2024-12-06,12,0,0,2.279
I0042562,U05754,F0413,fashion,256.14,2023-10-09,10,0,0,0.931
I0042563,U03354,F0297,fashion,89.05,2024-01-08,1,0,0,1.668
I0042564,U07228,F0039,fashion,206.09,2023-11-16,11,0,0,1.424
I0042565,U09011,F0498,fashion,106.94,2023-06-21,6,1,0,1.864
I0042566,U06583,F0424,fashion,219.41,2023-07-25,7,0,0,2.451
I0042567,U08548,F0179,fashion,43.57,2024-11-13,11,0,0,1.741
I0042568,U00107,E0188,electronics,1441.6,2023-05-20,5,0,0,0.58
I0042569,U06283,E0228,electronics,102.05,2023-04-30,4,0,0,0.94
I0042570,U06386,E0043,electronics,141.36,2024-01-19,1,0,0,0.904
I0042571,U08797,E0126,electronics,1173.43,2023-08-01,8,0,0,1.673
I0042572,U01857,E0220,electronics,109.16,2024-04-04,4,0,0,0.899
I0042573,U05783,F0017,fashion,167.37,2024-07-09,7,0,0,2.459
I0042574,U02271,F0113,fashion,259.17,2023-10-25,10,0,0,0.697
I0042575,U05292,F0128,fashion,218.82,2024-11-04,11,1,0,2.058
I0042576,U08907,E0275,electronics,1231.95,2023-05-09,5,0,0,0.965
I0042577,U07166,E0053,electronics,370.77,2023-10-26,10,0,0,1.326
I0042578,U09670,E0064,electronics,811.95,2023-11-28,11,1,0,2.707
I0042579,U07732,F0310,fashion,246.62,2024-02-18,2,0,0,0.687
I0042580,U00961,E0135,electronics,1253.02,2024-02-28,2,0,0,0.971
I0042581,U03858,F0046,fashion,59.96,2024-08-04,8,0,0,2.158
I0042582,U03921,F0333,fashion,51.8,2024-12-08,12,0,0,2.172
I0042583,U05217,E0100,electronics,1008.34,2024-06-23,6,0,0,0.86
I0042584,U05757,F0479,fashion,166.48,2023-03-19,3,0,0,1.012
I0042585,U09409,E0125,electronics,279.14,2023-01-30,1,0,0,0.633
I0042586,U00556,F0015,fashion,49.29,2023-02-25,2,0,0,0.706
I0042587,U00383,F0128,fashion,218.82,2024-12-01,12,0,0,1.187
I0042588,U04519,F0323,fashion,192.8,2024-06-02,6,0,0,1.949
I0042589,U04485,E0185,electronics,949.65,2023-11-24,11,1,0,2.987
I0042590,U07090,F0399,fashion,82.21,2024-08-23,8,0,0,2.036
I0042591,U02990,F0144,fashion,267.98,2024-07-15,7,0,0,1.982
I0042592,U05264,E0237,electronics,967.71,2023-05-23,5,0,0,1.425
I0042593,U00918,E0203,electronics,436.99,2023-04-16,4,0,0,0.915
I0042594,U06695,E0033,electronics,310.56,2024-03-24,3,0,0,0.535
I0042595,U07677,F0474,fashion,45.08,2024-08-22,8,0,0,1.072
I0042596,U05989,F0117,fashion,226.71,2024-03-11,3,0,0,0.941
I0042597,U07252,F0067,fashion,64.85,2023-04-20,4,0,0,0.856
I0042598,U02964,F0347,fashion,178.8,2024-02-09,2,0,0,1.225
I0042599,U05002,F0178,fashion,287.18,2023-09-24,9,0,0,1.064
I0042600,U03622,F0390,fashion,227.62,2024-05-23,5,0,0,0.835
I0042601,U01757,E0188,electronics,1441.6,2024-05-16,5,0,0,0.889
I0042602,U07870,F0376,fashion,126.13,2023-04-28,4,0,0,1.379
I0042603,U03099,F0108,fashion,249.31,2023-07-29,7,0,0,2.313
I0042604,U00851,E0195,electronics,868.01,2023-06-25,6,0,0,0.834
I0042605,U02222,F0274,fashion,41.04,2023-04-04,4,0,0,1.031
I0042606,U00558,E0015,electronics,1055.43,2024-02-05,2,0,0,0.7
I0042607,U04581,F0405,fashion,174.77,2023-07-08,7,0,0,1.973
I0042608,U03260,F0024,fashion,277.27,2024-09-28,9,1,0,0.739
I0042609,U07441,F0428,fashion,191.88,2024-10-02,10,0,0,0.846
I0042610,U08099,E0169,electronics,887.78,2023-04-03,4,0,0,0.621
I0042611,U03674,E0175,electronics,1394.69,2023-02-20,2,0,0,0.712
I0042612,U02082,E0122,electronics,232.01,2023-05-12,5,0,0,0.531
I0042613,U02039,F0018,fashion,195.38,2024-07-05,7,0,0,1.907
I0042614,U07795,F0319,fashion,114.19,2023-06-27,6,0,0,2.376
I0042615,U00099,F0177,fashion,158.39,2024-03-08,3,1,1,0.859
I0042616,U01668,F0228,fashion,248.17,2023-06-13,6,0,0,2.474
I0042617,U02087,E0026,electronics,483.93,2023-03-09,3,0,0,0.85
I0042618,U01259,E0050,electronics,90.3,2023-02-26,2,0,0,0.999
I0042619,U04905,F0232,fashion,265.52,2024-12-05,12,1,0,1.993
I0042620,U00073,F0090,fashion,215.06,2023-12-25,12,0,0,1.232
I0042621,U06878,E0255,electronics,1079.69,2024-10-15,10,0,0,0.959
I0042622,U04954,E0231,electronics,1290.82,2024-04-02,4,0,0,0.916
I0042623,U05563,F0159,fashion,84.42,2023-06-06,6,1,0,2.137
I0042624,U06989,F0423,fashion,46.8,2023-06-07,6,0,0,1.948
I0042625,U03094,F0100,fashion,270.06,2024-03-27,3,0,0,0.989
I0042626,U08808,F0282,fashion,235.95,2023-09-14,9,0,0,0.96
I0042627,U04122,E0063,electronics,584.79,2023-10-20,10,0,0,0.815
I0042628,U09298,E0216,electronics,768.91,2023-02-19,2,0,0,0.847
I0042629,U03970,E0054,electronics,1203.6,2024-04-17,4,0,0,1.096
I0042630,U09692,F0447,fashion,242.11,2023-10-08,10,0,0,0.605
I0042631,U01868,F0441,fashion,24.78,2024-01-17,1,1,0,1.856
I0042632,U00666,F0054,fashion,185.08,2024-01-18,1,0,0,1.774
I0042633,U07338,E0130,electronics,562.82,2024-12-30,12,0,0,2.439
I0042634,U07981,F0157,fashion,249.75,2024-10-14,10,0,0,0.859
I0042635,U08177,E0097,electronics,678.31,2024-06-20,6,1,0,0.689
I0042636,U06948,E0058,electronics,891.43,2024-07-23,7,0,0,1.419
I0042637,U02242,E0097,electronics,678.31,2023-06-23,6,0,0,0.751
I0042638,U00645,E0295,electronics,877.7,2023-03-20,3,1,0,1.415
I0042639,U01018,E0029,electronics,1296.27,2023-05-01,5,0,0,1.455
I0042640,U06643,E0051,electronics,1098.72,2024-09-26,9,0,0,1.371
I0042641,U04556,E0067,electronics,1391.54,2024-12-18,12,0,0,2.289
I0042642,U05002,E0271,electronics,1170.32,2024-04-10,4,0,0,1.27
I0042643,U08321,E0251,electronics,82.35,2023-03-24,3,0,0,0.501
I0042644,U09535,F0122,fashion,244.48,2024-04-04,4,0,0,1.074
I0042645,U03303,F0406,fashion,128.65,2023-09-09,9,0,0,0.839
I0042646,U09387,F0402,fashion,240.53,2023-04-14,4,0,0,1.11
I0042647,U01611,E0217,electronics,590.68,2024-11-05,11,0,0,2.903
I0042648,U03704,F0493,fashion,101.89,2024-12-28,12,0,0,1.263
I0042649,U03478,E0070,electronics,796.27,2024-01-30,1,0,0,0.516
I0042650,U09919,F0447,fashion,242.11,2023-12-06,12,0,0,1.936
I0042651,U01976,F0365,fashion,279.16,2023-12-25,12,0,0,1.709
I0042652,U02569,F0208,fashion,205.78,2023-11-27,11,0,0,1.087
I0042653,U01012,F0486,fashion,108.1,2024-02-02,2,0,0,1.011
I0042654,U02693,E0230,electronics,76.28,2024-05-15,5,0,0,0.544
I0042655,U03038,F0257,fashion,65.72,2023-03-08,3,0,0,0.927
I0042656,U04862,F0410,fashion,96.13,2023-02-10,2,0,0,0.916
I0042657,U06325,F0351,fashion,145.93,2024-10-09,10,0,0,0.783
I0042658,U01403,E0179,electronics,1005.39,2023-01-30,1,0,0,0.775
I0042659,U03790,F0333,fashion,51.8,2024-08-01,8,1,0,2.06
I0042660,U04177,F0256,fashion,64.16,2024-06-10,6,1,0,1.456
I0042661,U04084,F0392,fashion,54.63,2023-07-10,7,0,0,1.842
I0042662,U00631,F0470,fashion,273.76,2024-07-09,7,0,0,1.116
I0042663,U07504,E0141,electronics,1057.85,2023-09-27,9,0,0,1.674
I0042664,U00781,E0146,electronics,426.76,2023-01-29,1,1,0,0.923
I0042665,U03757,F0269,fashion,286.74,2023-03-05,3,0,0,1.017
I0042666,U00783,F0214,fashion,201.53,2024-03-05,3,0,0,1.179
I0042667,U07538,F0196,fashion,63.24,2023-04-02,4,0,0,1.153
I0042668,U07450,E0198,electronics,941.28,2023-11-18,11,0,0,2.857
I0042669,U08612,F0373,fashion,15.97,2023-02-25,2,0,0,0.826
I0042670,U07136,F0410,fashion,96.13,2023-10-27,10,0,0,1.192
I0042671,U03957,F0065,fashion,177.82,2024-07-13,7,0,0,1.833
I0042672,U03475,F0163,fashion,267.82,2024-01-19,1,0,0,1.061
I0042673,U04888,F0344,fashion,190.91,2023-06-25,6,1,0,2.014
I0042674,U06713,F0371,fashion,100.4,2024-12-20,12,0,0,0.885
I0042675,U08781,F0338,fashion,282.07,2024-09-08,9,0,0,1.064
I0042676,U06276,F0314,fashion,298.28,2024-03-09,3,0,0,0.984
I0042677,U06965,F0067,fashion,64.85,2024-04-30,4,0,0,1.195
I0042678,U01828,E0264,electronics,1407.76,2023-11-12,11,1,1,2.033
I0042679,U01353,E0203,electronics,436.99,2024-05-30,5,0,0,0.525
I0042680,U01288,F0268,fashion,38.92,2024-09-30,9,0,0,0.616
I0042681,U07456,E0019,electronics,702.57,2024-02-11,2,0,0,0.66
I0042682,U01431,E0171,electronics,427.36,2024-11-16,11,0,0,2.665
I0042683,U09285,E0233,electronics,1493.98,2023-11-19,11,0,0,2.607
I0042684,U05626,F0406,fashion,128.65,2024-02-11,2,0,0,0.637
I0042685,U07224,E0119,electronics,1221.86,2023-04-09,4,0,0,1.063
I0042686,U08729,F0390,fashion,227.62,2024-11-16,11,0,0,1.97
I0042687,U04267,F0030,fashion,256.34,2023-07-25,7,0,0,1.876
I0042688,U06463,F0396,fashion,121.76,2024-03-06,3,0,0,0.988
I0042689,U09710,F0245,fashion,287.2,2023-04-17,4,1,0,1.07
I0042690,U03119,F0426,fashion,46.65,2024-01-03,1,1,0,1.969
I0042691,U00173,F0106,fashion,116.0,2024-09-07,9,0,0,0.968
I0042692,U07129,F0209,fashion,57.32,2024-12-14,12,0,0,1.204
I0042693,U05890,E0105,electronics,1294.42,2023-11-15,11,0,0,2.986
I0042694,U00397,F0271,fashion,110.81,2024-07-25,7,0,0,2.077
I0042695,U00764,F0026,fashion,146.66,2024-11-07,11,0,0,1.651
I0042696,U06866,F0157,fashion,249.75,2023-08-12,8,0,0,2.09
I0042697,U02307,E0051,electronics,1098.72,2024-03-07,3,0,0,0.504
I0042698,U01790,F0386,fashion,104.25,2023-10-20,10,0,0,0.829
I0042699,U04747,F0079,fashion,108.52,2024-03-25,3,0,0,1.018
I0042700,U03042,F0284,fashion,36.23,2024-11-28,11,0,0,2.151
I0042701,U08565,E0227,electronics,104.47,2024-06-01,6,0,0,0.617
I0042702,U01786,E0187,electronics,1366.45,2023-11-16,11,1,0,2.516
I0042703,U01942,E0229,electronics,36.74,2023-12-10,12,0,0,2.982
I0042704,U06786,F0171,fashion,223.67,2024-12-20,12,1,1,0.948
I0042705,U01026,E0058,electronics,891.43,2024-12-28,12,0,0,1.279
I0042706,U00636,E0234,electronics,50.06,2023-02-25,2,0,0,0.501
I0042707,U00297,F0437,fashion,127.14,2024-01-25,1,0,0,1.934
I0042708,U02511,F0035,fashion,174.68,2024-08-14,8,0,0,0.956
I0042709,U09164,F0098,fashion,265.18,2024-02-09,2,0,0,1.423
I0042710,U03218,E0144,electronics,971.15,2024-03-02,3,0,0,0.698
