interaction_id,user_id,product_id,category,price,date,month,clicked,purchased,seasonal_multiplier,user_type
I0001174,U08448,F0437,fashion,127.14,2024-03-05,3,0,0,0.973,fashion_shopper
I0001175,U02562,F0028,fashion,91.92,2023-02-15,2,0,0,0.934,fashion_shopper
I0001176,U01667,E0077,electronics,57.99,2023-03-22,3,0,0,1.161,hybrid
I0001177,U06314,F0443,fashion,120.96,2023-11-06,11,0,0,2.146,fashion_shopper
I0001178,U06413,F0281,fashion,247.59,2024-05-27,5,0,0,1.006,fashion_shopper
I0001179,U02648,F0398,fashion,62.14,2023-09-16,9,0,0,0.839,fashion_shopper
I0001180,U05734,E0223,electronics,623.12,2024-10-14,10,0,0,0.829,electronics_buyer
I0001181,U08828,F0223,fashion,44.63,2024-10-18,10,0,0,0.688,fashion_shopper
I0001182,U08199,F0219,fashion,188.28,2024-01-03,1,1,1,2.028,fashion_shopper
I0001183,U01579,E0059,electronics,1189.1,2024-01-24,1,0,0,0.738,electronics_buyer
I0001184,U07615,F0057,fashion,72.69,2023-08-09,8,1,0,2.41,fashion_shopper
I0001185,U00134,E0044,electronics,568.12,2023-11-03,11,0,0,1.483,hybrid
I0001186,U04120,F0073,fashion,107.85,2024-01-29,1,1,0,2.145,fashion_shopper
I0001187,U02512,F0298,fashion,256.8,2023-12-26,12,0,0,1.904,fashion_shopper
I0001188,U06105,F0159,fashion,84.42,2024-11-19,11,0,0,2.077,fashion_shopper
I0001189,U06847,F0090,fashion,215.06,2023-04-03,4,0,0,1.012,fashion_shopper
I0001190,U08048,F0155,fashion,185.09,2024-07-24,7,0,0,1.238,hybrid
I0001191,U06545,F0163,fashion,267.82,2023-05-29,5,0,0,0.889,fashion_shopper
I0001192,U06032,E0106,electronics,1299.87,2023-12-06,12,0,0,2.507,electronics_buyer
I0001193,U01232,F0087,fashion,257.32,2024-12-17,12,0,0,1.926,fashion_shopper
I0001194,U09145,F0324,fashion,164.56,2023-10-25,10,0,0,0.801,fashion_shopper
I0001195,U09730,F0275,fashion,268.46,2024-11-01,11,0,0,2.092,fashion_shopper
I0001196,U00907,F0381,fashion,248.65,2024-12-02,12,1,0,2.017,fashion_shopper
I0001197,U09872,F0064,fashion,179.6,2023-11-30,11,0,0,2.109,fashion_shopper
I0001198,U05653,F0329,fashion,42.63,2023-05-03,5,0,0,1.066,fashion_shopper
I0001199,U05158,E0082,electronics,83.02,2024-05-05,5,0,0,0.553,electronics_buyer
I0001200,U05926,E0140,electronics,102.6,2024-11-23,11,0,0,2.365,electronics_buyer
I0001201,U04089,F0143,fashion,230.98,2023-02-04,2,0,0,0.711,fashion_shopper
I0001202,U08810,F0401,fashion,110.73,2023-11-30,11,0,0,1.958,fashion_shopper
I0001203,U07779,E0246,electronics,692.47,2024-11-07,11,1,0,2.122,electronics_buyer
I0001204,U05903,F0236,fashion,211.76,2024-06-14,6,0,0,1.913,fashion_shopper
I0001205,U07090,F0145,fashion,165.47,2023-01-12,1,0,0,2.113,fashion_shopper
I0001206,U02844,E0030,electronics,533.72,2024-02-28,2,0,0,0.69,electronics_buyer
I0001207,U04301,F0176,fashion,152.65,2023-11-02,11,1,1,1.203,hybrid
I0001208,U08888,F0489,fashion,102.75,2023-11-12,11,0,0,1.695,fashion_shopper
I0001209,U04303,E0172,electronics,1059.77,2024-10-25,10,0,0,0.649,electronics_buyer
I0001210,U08596,E0140,electronics,102.6,2023-07-30,7,1,0,0.84,electronics_buyer
I0001211,U09702,E0258,electronics,145.79,2023-04-27,4,0,0,0.944,electronics_buyer
I0001212,U07549,E0255,electronics,1079.69,2023-09-21,9,0,0,1.86,electronics_buyer
I0001213,U04962,F0231,fashion,185.5,2024-11-01,11,0,0,1.91,fashion_shopper
I0001214,U00857,E0090,electronics,54.85,2024-05-30,5,0,0,0.709,electronics_buyer
I0001215,U02392,F0292,fashion,160.12,2024-09-01,9,0,0,0.883,fashion_shopper
I0001216,U06771,E0198,electronics,941.28,2023-10-18,10,1,0,1.325,hybrid
I0001217,U07559,F0327,fashion,46.0,2023-06-08,6,1,0,1.186,hybrid
I0001218,U04282,F0001,fashion,122.8,2024-07-25,7,0,0,2.004,fashion_shopper
I0001219,U00019,F0273,fashion,141.57,2024-01-09,1,0,0,1.901,fashion_shopper
I0001220,U05457,F0040,fashion,296.62,2023-08-18,8,0,0,2.135,fashion_shopper
I0001221,U02420,F0217,fashion,264.74,2024-12-24,12,0,0,2.175,fashion_shopper
I0001222,U07923,F0098,fashion,265.18,2023-11-12,11,0,0,2.029,fashion_shopper
I0001223,U00066,F0097,fashion,296.69,2024-11-15,11,1,0,2.157,fashion_shopper
I0001224,U03133,E0144,electronics,971.15,2024-08-30,8,0,0,1.92,electronics_buyer
I0001225,U00785,F0086,fashion,240.42,2023-05-02,5,0,0,1.019,hybrid
I0001226,U06765,F0356,fashion,122.23,2024-03-09,3,0,0,0.985,hybrid
I0001227,U07735,E0148,electronics,961.1,2023-05-24,5,0,0,0.64,electronics_buyer
I0001228,U02132,E0107,electronics,1243.76,2023-12-22,12,0,0,2.429,electronics_buyer
I0001229,U09621,F0298,fashion,256.8,2024-02-25,2,0,0,0.926,fashion_shopper
I0001230,U01418,E0161,electronics,274.33,2024-01-30,1,0,0,0.857,electronics_buyer
I0001231,U03690,E0051,electronics,1098.72,2024-04-05,4,0,0,1.382,hybrid
I0001232,U01547,E0037,electronics,1425.1,2023-05-19,5,0,0,0.553,electronics_buyer
I0001233,U00358,E0105,electronics,1294.42,2024-11-25,11,0,0,1.12,hybrid
I0001234,U01562,E0290,electronics,399.4,2023-08-14,8,1,0,1.902,electronics_buyer
I0001235,U04386,F0196,fashion,63.24,2023-05-20,5,0,0,0.964,hybrid
I0001236,U02177,E0205,electronics,406.28,2023-02-28,2,0,0,0.857,electronics_buyer
I0001237,U03810,E0107,electronics,1243.76,2024-10-09,10,0,0,0.996,electronics_buyer
I0001238,U00478,F0248,fashion,149.17,2023-05-22,5,1,0,0.948,hybrid
I0001239,U00647,E0231,electronics,1290.82,2024-07-26,7,1,1,0.566,electronics_buyer
I0001240,U06675,F0109,fashion,240.48,2023-10-05,10,1,0,1.407,hybrid
I0001241,U00263,E0179,electronics,1005.39,2024-04-22,4,0,0,0.686,electronics_buyer
I0001242,U07102,E0120,electronics,1393.57,2023-11-27,11,0,0,1.45,hybrid
I0001243,U08003,F0411,fashion,266.17,2023-05-29,5,0,0,1.339,hybrid
I0001244,U03742,E0244,electronics,292.79,2024-10-07,10,0,0,0.642,electronics_buyer
I0001245,U06646,F0437,fashion,127.14,2023-03-15,3,1,0,0.96,hybrid
I0001246,U09753,E0017,electronics,762.62,2024-08-09,8,0,0,1.617,electronics_buyer
I0001247,U05200,F0227,fashion,240.9,2024-01-24,1,0,0,1.865,fashion_shopper
I0001248,U09628,F0111,fashion,147.59,2024-11-24,11,0,0,1.671,fashion_shopper
I0001249,U02005,E0205,electronics,406.28,2024-04-25,4,0,0,0.926,electronics_buyer
I0001250,U03140,F0326,fashion,146.55,2023-12-22,12,1,1,2.083,fashion_shopper
I0001251,U09099,F0146,fashion,23.08,2023-01-18,1,0,0,1.739,fashion_shopper
I0001252,U00129,E0180,electronics,1352.36,2024-03-12,3,0,0,0.67,electronics_buyer
I0001253,U09129,F0232,fashion,265.52,2024-04-21,4,0,0,1.45,hybrid
I0001254,U03718,F0148,fashion,84.28,2023-08-04,8,1,0,2.059,fashion_shopper
I0001255,U00814,E0269,electronics,604.11,2023-12-29,12,0,0,1.081,hybrid
I0001256,U05849,E0262,electronics,1013.26,2023-07-16,7,0,0,0.774,electronics_buyer
I0001257,U05606,E0212,electronics,115.56,2024-09-16,9,0,0,1.142,hybrid
I0001258,U00014,F0322,fashion,100.13,2023-08-03,8,0,0,2.479,fashion_shopper
I0001259,U05305,E0162,electronics,697.07,2023-07-10,7,0,0,0.639,electronics_buyer
I0001260,U03488,F0058,fashion,36.81,2024-01-01,1,0,0,2.021,fashion_shopper
I0001261,U08898,F0240,fashion,148.96,2024-08-08,8,1,0,1.835,fashion_shopper
I0001262,U00702,F0360,fashion,43.08,2024-07-30,7,0,0,1.875,fashion_shopper
I0001263,U04841,F0092,fashion,292.06,2024-08-17,8,0,0,1.257,hybrid
I0001264,U06575,E0153,electronics,834.65,2023-07-27,7,0,0,0.706,electronics_buyer
I0001265,U04131,F0150,fashion,162.87,2023-01-01,1,0,0,2.024,fashion_shopper
I0001266,U04842,F0300,fashion,233.6,2024-04-25,4,0,0,0.807,fashion_shopper
I0001267,U06160,F0322,fashion,100.13,2023-03-17,3,1,0,0.853,fashion_shopper
I0001268,U06657,F0317,fashion,24.35,2023-06-03,6,1,0,2.42,fashion_shopper
I0001269,U06492,F0174,fashion,70.63,2023-07-17,7,0,0,2.242,fashion_shopper
I0001270,U05499,E0092,electronics,519.17,2024-09-14,9,1,0,1.8,electronics_buyer
I0001271,U02555,F0304,fashion,173.6,2023-02-26,2,0,0,1.055,hybrid
I0001272,U03939,F0214,fashion,201.53,2024-09-09,9,0,0,0.932,fashion_shopper
I0001273,U04951,F0072,fashion,201.34,2024-01-03,1,0,0,1.942,fashion_shopper
I0001274,U03338,E0201,electronics,177.93,2023-08-18,8,0,0,1.586,electronics_buyer
I0001275,U08708,F0035,fashion,174.68,2024-09-25,9,0,0,0.73,fashion_shopper
I0001276,U00797,E0076,electronics,750.57,2024-09-24,9,1,0,1.629,electronics_buyer
I0001277,U08676,F0484,fashion,56.6,2024-02-06,2,0,0,0.746,fashion_shopper
I0001278,U03674,E0229,electronics,36.74,2023-06-03,6,0,0,0.777,electronics_buyer
I0001279,U08634,F0075,fashion,183.49,2023-07-18,7,0,0,2.058,fashion_shopper
I0001280,U06521,F0298,fashion,256.8,2024-03-25,3,0,0,1.058,fashion_shopper
I0001281,U01653,F0137,fashion,110.72,2023-02-10,2,0,0,0.988,fashion_shopper
I0001282,U09205,F0475,fashion,174.34,2023-02-21,2,0,0,0.947,fashion_shopper
I0001283,U09154,F0035,fashion,174.68,2024-12-24,12,0,0,1.818,fashion_shopper
I0001284,U08764,F0348,fashion,220.25,2024-10-29,10,0,0,0.617,fashion_shopper
I0001285,U06681,F0103,fashion,285.19,2024-05-15,5,0,0,1.145,fashion_shopper
I0001286,U05999,F0001,fashion,122.8,2023-11-22,11,1,0,1.73,fashion_shopper
I0001287,U00815,E0232,electronics,1051.92,2023-07-15,7,0,0,0.971,electronics_buyer
I0001288,U06967,F0341,fashion,234.62,2023-09-03,9,0,0,0.854,fashion_shopper
I0001289,U01210,F0285,fashion,249.9,2023-12-23,12,0,0,1.638,fashion_shopper
I0001290,U03134,F0400,fashion,129.57,2024-05-31,5,0,0,1.042,fashion_shopper
I0001291,U05455,F0037,fashion,277.79,2024-02-03,2,0,0,0.742,fashion_shopper
I0001292,U00554,F0011,fashion,84.14,2024-04-06,4,0,0,1.097,hybrid
I0001293,U02792,E0037,electronics,1425.1,2024-07-18,7,0,0,0.695,electronics_buyer
I0001294,U05865,F0145,fashion,165.47,2023-02-01,2,0,0,0.977,fashion_shopper
I0001295,U06218,F0087,fashion,257.32,2023-06-10,6,0,0,2.262,fashion_shopper
I0001296,U06908,E0071,electronics,1224.76,2024-08-07,8,0,0,1.029,hybrid
I0001297,U04302,E0156,electronics,748.2,2023-05-09,5,1,0,0.702,electronics_buyer
I0001298,U07852,E0025,electronics,1143.96,2023-08-26,8,0,0,1.754,electronics_buyer
I0001299,U01264,F0387,fashion,168.9,2023-04-08,4,0,0,1.159,fashion_shopper
I0001300,U06819,E0281,electronics,192.51,2023-12-01,12,0,0,2.456,electronics_buyer
I0001301,U09085,F0058,fashion,36.81,2023-03-18,3,0,0,0.9,fashion_shopper
I0001302,U02304,F0217,fashion,264.74,2023-06-14,6,0,0,0.987,hybrid
I0001303,U03958,F0409,fashion,76.51,2024-02-11,2,0,0,0.618,fashion_shopper
I0001304,U05536,F0201,fashion,24.96,2023-04-30,4,0,0,1.144,fashion_shopper
I0001305,U09430,E0105,electronics,1294.42,2023-10-15,10,0,0,0.99,hybrid
I0001306,U01817,E0262,electronics,1013.26,2024-09-21,9,0,0,1.886,electronics_buyer
I0001307,U00766,E0043,electronics,141.36,2024-03-15,3,0,0,0.957,electronics_buyer
I0001308,U00572,F0451,fashion,154.71,2024-07-05,7,0,0,2.293,fashion_shopper
I0001309,U04463,F0350,fashion,55.66,2023-03-12,3,0,0,1.137,fashion_shopper
I0001310,U05320,F0364,fashion,93.22,2024-09-27,9,0,0,0.85,fashion_shopper
I0001311,U07748,F0401,fashion,110.73,2023-03-29,3,1,0,1.097,fashion_shopper
I0001312,U00750,F0434,fashion,286.76,2023-04-14,4,0,0,0.877,fashion_shopper
I0001313,U02811,E0168,electronics,266.77,2023-06-16,6,0,0,0.761,electronics_buyer
I0001314,U04456,E0094,electronics,214.38,2023-11-06,11,0,0,2.423,electronics_buyer
I0001315,U07354,F0066,fashion,40.74,2024-09-08,9,0,0,0.847,fashion_shopper
I0001316,U03554,F0253,fashion,271.13,2023-03-19,3,0,0,1.003,fashion_shopper
I0001317,U02418,F0224,fashion,280.38,2023-11-22,11,0,0,1.871,fashion_shopper
I0001318,U05140,E0051,electronics,1098.72,2024-03-01,3,0,0,0.522,electronics_buyer
I0001319,U05036,E0139,electronics,1410.19,2023-02-13,2,0,0,0.6,electronics_buyer
I0001320,U02988,E0153,electronics,834.65,2024-06-03,6,0,0,0.846,electronics_buyer
I0001321,U00854,F0308,fashion,29.06,2024-09-13,9,0,0,0.806,fashion_shopper
I0001322,U02850,E0039,electronics,1046.35,2023-09-20,9,0,0,1.555,electronics_buyer
I0001323,U03379,E0153,electronics,834.65,2023-10-26,10,0,0,0.927,electronics_buyer
I0001324,U00193,E0252,electronics,709.94,2023-05-27,5,0,0,0.565,electronics_buyer
I0001325,U09769,F0474,fashion,45.08,2023-10-06,10,1,0,0.724,fashion_shopper
I0001326,U09672,F0491,fashion,64.78,2024-06-25,6,0,0,1.924,fashion_shopper
I0001327,U08938,F0171,fashion,223.67,2023-11-21,11,1,0,1.601,fashion_shopper
I0001328,U04961,F0349,fashion,130.74,2023-02-03,2,0,0,0.963,fashion_shopper
I0001329,U04740,E0039,electronics,1046.35,2024-02-28,2,1,0,0.56,electronics_buyer
I0001330,U05632,F0362,fashion,119.24,2024-07-11,7,0,0,2.208,fashion_shopper
I0001331,U08341,E0163,electronics,239.11,2023-05-16,5,0,0,0.544,electronics_buyer
I0001332,U07983,F0130,fashion,219.08,2023-06-11,6,0,0,2.457,fashion_shopper
I0001333,U07149,E0056,electronics,501.7,2023-04-03,4,1,0,0.73,electronics_buyer
I0001334,U05753,E0073,electronics,1347.62,2023-03-25,3,0,0,0.916,electronics_buyer
I0001335,U04897,F0070,fashion,20.4,2023-08-28,8,0,0,2.057,fashion_shopper
I0001336,U06969,E0139,electronics,1410.19,2024-04-20,4,0,0,0.653,electronics_buyer
I0001337,U05332,F0051,fashion,18.64,2024-01-09,1,1,0,2.123,fashion_shopper
I0001338,U06534,F0430,fashion,16.27,2023-10-11,10,0,0,0.759,fashion_shopper
I0001339,U08120,F0225,fashion,177.02,2024-10-31,10,0,0,0.883,fashion_shopper
I0001340,U09867,F0341,fashion,234.62,2024-01-29,1,0,0,1.677,fashion_shopper
I0001341,U05790,F0343,fashion,212.12,2024-04-26,4,0,0,0.947,fashion_shopper
I0001342,U00673,E0219,electronics,901.51,2023-11-28,11,1,0,2.669,electronics_buyer
I0001343,U03701,E0026,electronics,483.93,2024-08-12,8,0,0,1.642,electronics_buyer
I0001344,U01360,E0249,electronics,1151.2,2024-10-14,10,0,0,1.352,hybrid
I0001345,U03067,F0435,fashion,160.89,2023-03-14,3,0,0,1.38,hybrid
I0001346,U01444,F0380,fashion,262.1,2023-03-01,3,1,0,1.234,hybrid
I0001347,U05487,E0074,electronics,1332.58,2023-12-13,12,0,0,2.538,electronics_buyer
I0001348,U05179,E0035,electronics,1173.89,2023-09-07,9,0,0,1.175,hybrid
I0001349,U03353,E0275,electronics,1231.95,2023-08-06,8,0,0,1.563,electronics_buyer
I0001350,U06380,E0272,electronics,1157.72,2024-11-19,11,0,0,2.618,electronics_buyer
I0001351,U06781,E0017,electronics,762.62,2023-07-26,7,0,0,0.823,electronics_buyer
I0001352,U06060,F0428,fashion,191.88,2024-03-14,3,0,0,1.096,fashion_shopper
I0001353,U07212,F0168,fashion,201.31,2023-10-13,10,0,0,0.685,fashion_shopper
I0001354,U05919,E0173,electronics,387.55,2023-03-13,3,0,0,0.533,electronics_buyer
I0001355,U05860,E0216,electronics,768.91,2023-02-10,2,0,0,0.941,electronics_buyer
I0001356,U01770,E0291,electronics,925.02,2024-06-04,6,0,0,0.598,electronics_buyer
I0001357,U05910,F0250,fashion,37.59,2024-11-20,11,0,0,1.772,fashion_shopper
I0001358,U09894,E0297,electronics,1281.18,2024-03-18,3,0,0,0.793,electronics_buyer
I0001359,U00194,F0012,fashion,50.35,2024-12-15,12,0,0,1.797,fashion_shopper
I0001360,U08766,E0255,electronics,1079.69,2024-01-14,1,0,0,0.824,electronics_buyer
I0001361,U05854,F0385,fashion,167.51,2023-01-28,1,1,0,2.096,fashion_shopper
I0001362,U05914,E0211,electronics,1219.58,2023-09-01,9,0,0,1.918,electronics_buyer
I0001363,U04686,F0179,fashion,43.57,2023-10-28,10,0,0,0.866,fashion_shopper
I0001364,U04643,F0419,fashion,230.15,2024-02-04,2,0,0,0.821,fashion_shopper
I0001365,U08580,F0344,fashion,190.91,2024-10-08,10,0,0,0.731,fashion_shopper
I0001366,U07874,E0298,electronics,289.09,2023-03-06,3,0,0,0.869,electronics_buyer
I0001367,U01752,F0190,fashion,26.02,2023-04-06,4,0,0,1.169,fashion_shopper
I0001368,U00660,F0025,fashion,128.48,2024-01-04,1,0,0,2.138,fashion_shopper
I0001369,U05615,E0072,electronics,529.29,2024-08-27,8,0,0,1.346,hybrid
I0001370,U02832,F0498,fashion,106.94,2023-01-30,1,0,0,1.677,fashion_shopper
I0001371,U08488,F0031,fashion,112.96,2023-01-09,1,0,0,1.939,fashion_shopper
I0001372,U05613,F0404,fashion,179.07,2024-02-22,2,0,0,0.708,fashion_shopper
I0001373,U06970,F0088,fashion,145.97,2023-06-16,6,0,0,1.927,fashion_shopper
I0001374,U06870,E0260,electronics,1359.58,2023-06-04,6,0,0,0.843,electronics_buyer
I0001375,U00330,F0147,fashion,119.07,2024-09-16,9,0,0,0.924,fashion_shopper
I0001376,U06777,E0151,electronics,46.72,2023-08-29,8,1,0,1.735,electronics_buyer
I0001377,U09476,E0286,electronics,251.11,2024-03-25,3,0,0,0.801,hybrid
I0001378,U09270,F0419,fashion,230.15,2023-12-12,12,0,0,1.853,fashion_shopper
I0001379,U05401,F0099,fashion,212.34,2024-10-13,10,0,0,1.28,hybrid
I0001380,U06915,F0323,fashion,192.8,2024-02-17,2,0,0,0.851,fashion_shopper
I0001381,U09066,F0240,fashion,148.96,2023-11-21,11,0,0,1.677,fashion_shopper
I0001382,U03866,F0215,fashion,258.63,2024-08-05,8,0,0,2.163,fashion_shopper
I0001383,U06113,E0056,electronics,501.7,2023-07-21,7,0,0,0.744,electronics_buyer
I0001384,U07426,F0497,fashion,203.74,2024-05-19,5,0,0,1.149,fashion_shopper
I0001385,U01585,F0373,fashion,15.97,2024-03-05,3,0,0,1.143,fashion_shopper
I0001386,U02940,F0015,fashion,49.29,2024-04-23,4,0,0,0.977,fashion_shopper
I0001387,U06289,E0217,electronics,590.68,2023-10-22,10,0,0,0.784,electronics_buyer
I0001388,U06405,F0149,fashion,196.37,2023-05-24,5,0,0,1.053,hybrid
I0001389,U01502,F0367,fashion,291.4,2024-01-31,1,1,0,1.829,fashion_shopper
I0001390,U00745,F0295,fashion,39.05,2023-07-17,7,0,0,1.295,hybrid
I0001391,U02612,F0411,fashion,266.17,2024-09-26,9,0,0,0.819,fashion_shopper
I0001392,U01508,E0118,electronics,221.78,2023-08-08,8,0,0,1.901,electronics_buyer
I0001393,U01770,E0200,electronics,693.39,2024-02-03,2,0,0,0.503,electronics_buyer
I0001394,U01961,F0328,fashion,169.67,2024-03-29,3,0,0,1.073,fashion_shopper
I0001395,U09787,F0353,fashion,76.01,2024-07-21,7,0,0,2.148,fashion_shopper
I0001396,U07751,E0263,electronics,60.78,2024-03-10,3,0,0,0.9,electronics_buyer
I0001397,U03658,E0054,electronics,1203.6,2024-11-13,11,0,0,2.242,electronics_buyer
I0001398,U06977,F0219,fashion,188.28,2023-03-21,3,0,0,0.93,hybrid
I0001399,U06609,F0225,fashion,177.02,2023-12-21,12,1,1,2.088,fashion_shopper
I0001400,U00465,F0046,fashion,59.96,2024-11-01,11,0,0,1.809,fashion_shopper
I0001401,U02069,F0286,fashion,46.25,2023-10-27,10,0,0,0.859,fashion_shopper
I0001402,U02443,E0070,electronics,796.27,2024-02-28,2,0,0,1.463,hybrid
I0001403,U09424,E0236,electronics,1050.16,2023-01-21,1,0,0,1.254,hybrid
I0001404,U08336,F0237,fashion,275.22,2023-12-21,12,0,0,1.112,hybrid
I0001405,U06563,E0195,electronics,868.01,2023-04-25,4,0,0,0.641,electronics_buyer
I0001406,U07516,F0461,fashion,25.75,2024-04-24,4,0,0,0.805,fashion_shopper
I0001407,U09999,F0391,fashion,67.11,2024-12-02,12,1,0,1.975,fashion_shopper
I0001408,U03048,F0230,fashion,88.4,2023-08-02,8,1,0,2.366,fashion_shopper
I0001409,U04042,E0207,electronics,1233.1,2024-08-15,8,0,0,1.767,electronics_buyer
I0001410,U04139,E0269,electronics,604.11,2023-12-23,12,0,0,2.267,electronics_buyer
I0001411,U04202,F0134,fashion,135.4,2024-02-24,2,0,0,0.667,fashion_shopper
I0001412,U06124,F0004,fashion,252.61,2023-02-14,2,1,0,1.127,hybrid
I0001413,U07773,F0291,fashion,158.29,2024-10-29,10,0,0,0.743,fashion_shopper
I0001414,U01287,F0395,fashion,108.64,2024-10-17,10,0,0,0.646,fashion_shopper
I0001415,U08301,F0016,fashion,248.22,2023-07-21,7,0,0,1.829,fashion_shopper
I0001416,U07503,F0252,fashion,188.15,2023-05-04,5,0,0,0.807,fashion_shopper
I0001417,U04819,F0220,fashion,255.87,2024-02-07,2,0,0,0.897,fashion_shopper
I0001418,U02790,E0215,electronics,609.26,2024-12-25,12,0,0,2.346,electronics_buyer
I0001419,U00861,E0134,electronics,1349.35,2024-08-17,8,0,0,1.565,electronics_buyer
I0001420,U08652,F0088,fashion,145.97,2024-11-10,11,0,0,2.025,fashion_shopper
I0001421,U01104,F0314,fashion,298.28,2024-01-01,1,0,0,1.242,hybrid
I0001422,U05374,E0052,electronics,169.3,2024-12-17,12,0,0,2.005,electronics_buyer
I0001423,U00743,E0246,electronics,692.47,2023-04-16,4,0,0,0.5,electronics_buyer
I0001424,U02410,E0181,electronics,830.25,2024-12-10,12,0,0,2.133,electronics_buyer
I0001425,U04993,E0277,electronics,347.47,2023-11-23,11,1,0,2.961,electronics_buyer
I0001426,U08634,F0192,fashion,189.0,2024-03-07,3,0,0,1.063,fashion_shopper
I0001427,U01833,E0193,electronics,734.76,2024-10-18,10,0,0,0.944,electronics_buyer
I0001428,U00885,F0006,fashion,113.03,2024-12-29,12,0,0,2.003,fashion_shopper
I0001429,U03604,F0303,fashion,184.23,2023-12-31,12,1,0,1.665,fashion_shopper
I0001430,U05357,E0187,electronics,1366.45,2024-04-02,4,0,0,1.173,hybrid
I0001431,U07089,F0487,fashion,68.81,2023-06-26,6,0,0,1.838,fashion_shopper
I0001432,U03221,F0004,fashion,252.61,2024-01-03,1,0,0,1.91,fashion_shopper
I0001433,U08343,E0142,electronics,561.29,2023-12-18,12,1,0,2.623,electronics_buyer
I0001434,U06937,E0177,electronics,398.1,2024-05-20,5,0,0,0.553,electronics_buyer
I0001435,U01596,F0449,fashion,267.84,2024-01-23,1,0,0,2.102,fashion_shopper
I0001436,U09863,E0093,electronics,753.93,2024-07-12,7,0,0,1.01,hybrid
I0001437,U09726,F0063,fashion,218.15,2024-05-09,5,0,0,1.087,hybrid
I0001438,U09757,F0365,fashion,279.16,2024-05-29,5,0,0,1.344,hybrid
I0001439,U09142,F0236,fashion,211.76,2023-07-29,7,0,0,0.803,hybrid
I0001440,U02492,E0282,electronics,52.07,2023-09-18,9,0,0,1.817,electronics_buyer
I0001441,U09533,E0139,electronics,1410.19,2023-09-22,9,0,0,1.048,hybrid
I0001442,U08923,F0168,fashion,201.31,2024-05-22,5,0,0,1.445,hybrid
I0001443,U04333,E0010,electronics,895.95,2024-01-11,1,0,0,0.949,electronics_buyer
I0001444,U00538,E0035,electronics,1173.89,2024-07-14,7,0,0,0.913,electronics_buyer
I0001445,U08163,E0085,electronics,1304.2,2024-02-20,2,0,0,0.921,electronics_buyer
I0001446,U00768,F0158,fashion,72.69,2023-01-10,1,0,0,1.794,fashion_shopper
I0001447,U02856,F0029,fashion,108.55,2024-02-27,2,0,0,0.712,fashion_shopper
I0001448,U06905,F0357,fashion,268.05,2023-08-15,8,0,0,1.914,fashion_shopper
I0001449,U02121,E0239,electronics,577.56,2023-06-12,6,0,0,0.555,electronics_buyer
I0001450,U05553,E0075,electronics,229.72,2024-12-12,12,1,0,2.829,electronics_buyer
I0001451,U09926,F0410,fashion,96.13,2023-01-11,1,0,0,1.686,fashion_shopper
I0001452,U00013,F0475,fashion,174.34,2024-06-26,6,0,0,2.178,fashion_shopper
I0001453,U04707,F0304,fashion,173.6,2023-06-27,6,0,0,2.239,fashion_shopper
I0001454,U04490,F0344,fashion,190.91,2024-04-22,4,1,0,0.955,fashion_shopper
I0001455,U08382,E0067,electronics,1391.54,2023-12-04,12,0,0,2.272,electronics_buyer
I0001456,U05993,E0027,electronics,1021.55,2023-01-31,1,0,0,0.513,electronics_buyer
I0001457,U02864,F0216,fashion,199.36,2024-12-18,12,0,0,1.898,fashion_shopper
I0001458,U07605,E0095,electronics,1463.76,2024-06-13,6,0,0,0.619,electronics_buyer
I0001459,U04102,E0273,electronics,922.19,2024-01-07,1,0,0,0.726,electronics_buyer
I0001460,U01104,F0029,fashion,108.55,2023-10-15,10,1,0,0.99,hybrid
I0001461,U02812,E0288,electronics,148.34,2023-09-19,9,0,0,1.954,electronics_buyer
I0001462,U06131,E0189,electronics,271.97,2023-10-27,10,0,0,0.85,electronics_buyer
I0001463,U00651,E0246,electronics,692.47,2023-11-22,11,0,0,2.646,electronics_buyer
I0001464,U06628,E0121,electronics,408.92,2024-02-12,2,0,0,0.822,electronics_buyer
I0001465,U09572,F0449,fashion,267.84,2024-10-20,10,0,0,0.857,fashion_shopper
I0001466,U07831,F0091,fashion,272.77,2024-08-27,8,0,0,2.297,fashion_shopper
I0001467,U00801,F0129,fashion,172.52,2023-07-16,7,0,0,2.012,fashion_shopper
I0001468,U04544,F0125,fashion,110.99,2023-11-21,11,1,0,1.665,fashion_shopper
I0001469,U06428,F0106,fashion,116.0,2023-11-19,11,0,0,1.758,fashion_shopper
I0001470,U04140,F0036,fashion,44.39,2024-11-02,11,1,0,1.807,fashion_shopper
I0001471,U01552,F0270,fashion,191.02,2024-08-29,8,0,0,0.814,hybrid
I0001472,U02792,E0297,electronics,1281.18,2023-11-06,11,0,0,2.667,electronics_buyer
I0001473,U02723,E0088,electronics,332.6,2023-10-25,10,0,0,0.693,electronics_buyer
I0001474,U05576,E0274,electronics,342.76,2023-10-28,10,0,0,0.727,electronics_buyer
I0001475,U02022,F0206,fashion,50.08,2024-02-24,2,1,0,1.271,hybrid
I0001476,U04670,F0055,fashion,140.59,2024-11-02,11,0,0,2.13,fashion_shopper
I0001477,U09622,F0427,fashion,172.25,2024-11-01,11,1,0,1.771,fashion_shopper
I0001478,U04188,E0237,electronics,967.71,2023-07-31,7,0,0,0.855,electronics_buyer
