product_id,category,subcategory,price,season
E0216,electronics,laptops,768.91,all_season
E0217,electronics,tablets,590.68,all_season
E0218,electronics,accessories,630.66,all_season
E0219,electronics,laptops,901.51,all_season
E0220,electronics,accessories,109.16,all_season
E0221,electronics,phones,279.56,all_season
E0222,electronics,phones,356.02,all_season
E0223,electronics,tablets,623.12,all_season
E0224,electronics,tablets,569.17,all_season
E0225,electronics,audio,1088.86,all_season
E0226,electronics,accessories,403.59,all_season
E0227,electronics,phones,104.47,all_season
E0228,electronics,accessories,102.05,all_season
E0229,electronics,accessories,36.74,all_season
E0230,electronics,audio,76.28,all_season
E0231,electronics,accessories,1290.82,all_season
E0232,electronics,tablets,1051.92,all_season
E0233,electronics,phones,1493.98,all_season
E0234,electronics,audio,50.06,all_season
E0235,electronics,accessories,1276.52,all_season
E0236,electronics,laptops,1050.16,all_season
E0237,electronics,accessories,967.71,all_season
E0238,electronics,tablets,547.67,all_season
E0239,electronics,laptops,577.56,all_season
E0240,electronics,tablets,1271.43,all_season
E0241,electronics,laptops,1075.96,all_season
E0242,electronics,accessories,1012.07,all_season
E0243,electronics,phones,65.36,all_season
E0244,electronics,laptops,292.79,all_season
E0245,electronics,laptops,1444.68,all_season
E0246,electronics,tablets,692.47,all_season
E0247,electronics,laptops,1176.46,all_season
E0248,electronics,audio,596.2,all_season
E0249,electronics,laptops,1151.2,all_season
E0250,electronics,accessories,196.43,all_season
E0251,electronics,tablets,82.35,all_season
E0252,electronics,audio,709.94,all_season
E0253,electronics,phones,895.64,all_season
E0254,electronics,laptops,499.08,all_season
E0255,electronics,accessories,1079.69,all_season
E0256,electronics,accessories,753.81,all_season
E0257,electronics,phones,1393.91,all_season
E0258,electronics,laptops,145.79,all_season
E0259,electronics,phones,118.52,all_season
E0260,electronics,phones,1359.58,all_season
E0261,electronics,phones,1010.28,all_season
E0262,electronics,tablets,1013.26,all_season
E0263,electronics,accessories,60.78,all_season
E0264,electronics,audio,1407.76,all_season
E0265,electronics,laptops,1162.3,all_season
E0266,electronics,accessories,1151.19,all_season
E0267,electronics,phones,1369.66,all_season
E0268,electronics,phones,875.67,all_season
E0269,electronics,accessories,604.11,all_season
E0270,electronics,accessories,731.41,all_season
E0271,electronics,audio,1170.32,all_season
E0272,electronics,accessories,1157.72,all_season
E0273,electronics,laptops,922.19,all_season
E0274,electronics,phones,342.76,all_season
E0275,electronics,accessories,1231.95,all_season
E0276,electronics,tablets,977.92,all_season
E0277,electronics,phones,347.47,all_season
E0278,electronics,tablets,731.35,all_season
E0279,electronics,audio,1495.87,all_season
E0280,electronics,accessories,506.0,all_season
E0281,electronics,tablets,192.51,all_season
E0282,electronics,audio,52.07,all_season
E0283,electronics,accessories,293.26,all_season
E0284,electronics,laptops,296.71,all_season
E0285,electronics,laptops,1289.94,all_season
E0286,electronics,tablets,251.11,all_season
E0287,electronics,phones,1296.72,all_season
E0288,electronics,accessories,148.34,all_season
E0289,electronics,audio,1361.83,all_season
E0290,electronics,phones,399.4,all_season
E0291,electronics,accessories,925.02,all_season
E0292,electronics,tablets,256.4,all_season
E0293,electronics,phones,597.28,all_season
E0294,electronics,accessories,146.94,all_season
E0295,electronics,tablets,877.7,all_season
E0296,electronics,accessories,531.9,all_season
E0297,electronics,laptops,1281.18,all_season
E0298,electronics,tablets,289.09,all_season
E0299,electronics,phones,434.38,all_season
